country,year,agricultural_land,co2_emissions,arable_land,total_sch_adult,childmort_ihme,conf_terr_deaths,dtp_vax_pct,fertility,hdi_undp,humanrights_fariss,cell_subscribers_per100,childmort_,gdppc_output_pwt,docs_perk,pop_est,pop_total,agricultural_employment,tax_rev_pct_gdp_total,tax_rev_pct_gdp,urbanization,area_sqmi,ever_colonized,ncolonizers,col1start,col1end,col1length,totalyrs_colonized,modern_sovereignty_current_name,state_age,fmr_soviet,col.belgium,col.britain,col.france,col.germany,col.italy,col.netherlands,col.portugal,col.spain,fertilit,value,gdppc_wb2005,gdppc_imf2005,populati,cow_code_n,un_code_n,pts_a,pts_s,na_status_a,na_status_h,na_status_s,rugged,rugged_popw,rugged_slope,rugged_lsd,rugged_pc,land_area,lat,lon,soil,desert,tropical,dist_coast,near_coast,gemstones,q_rule_law,cont_africa,cont_asia,cont_europe,cont_oceania,cont_north_america,cont_south_america,legor_gbr,legor_fra,legor_soc,legor_deu,legor_sca,colony_esp,colony_gbr,colony_fra,colony_prt,colony_oeu,africa_region_n,africa_region_s,africa_region_w,africa_region_e,africa_region_c,slave_exports,pop_1400,gini_disp,gini_disp_se,gini_mkt,gini_mkt_se,urban_pop_pct,urban_pop_growth,pop_growth,under5mortality,primary_sch_completion,gender_parity_school,ag_forest_fish_pct_gdp,no2_emissions_total,methane_emissions_total,greenhouse_emissions_total,other_greenhouse_total,co2_solidfuel_pct,co2_solidfuel_total,co2_emissions_percap,co2_liquidfuel_pct,co2_liquidfuel_total,co2_emissions_total,co2_emissions_pergdp,co2_emissions_gas_pct,co2_emissions_gas_total,fdi_inflows,grain_yield,pct_arable_land,pct_agricultural_land,agricultural_land_total
Mozambique,2020,41413832,6570936,7.18482158752766,3.5,7.913,0,88,4.713,0.437,-0.087209576,48.65094674,7.420000000000001,1376.5532,0.0838,31255435,31255435,70.22000122,25.052624,15.081742,37.074,313,1,1,1885,1975,90,90,1975,45,0,0,0,0,0,0,0,1,0,5.295,5,505,552,29668834,541,508,3,3,0,0,0,0.612,0.438,1.653,0.17,4.54,78638,-17.264,35.549,55.384,0,87.365,0.21,30.756,0,-0.85,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,626000,786003,46,1.5,46.5,1.9,35.988,4.405591347,2.913458975,72.4,46.3842392,0.925830007,21.41359823,2261.3043,9967.7664,380308.2925,363886.4614,9.791122715,825.075,0.320578017,65.57876414,5526.169,8426.766,0.627804428,15.75282855,1327.454,18.32981355,871.5,7.184821588,63.51890943,499500
Myanmar (Burma),2020,12889000,36325546,16.9737587891971,4.9,4.897,NA,90,2.121,0.578,-2.467334008,113.8444919,4.470000000000001,5730.1064,0.677,54409794,54409794,48.84999847,6.439273,2.088329,31.141,261,1,1,1886,1948,62,62,1948,72,0,0,1,0,0,0,0,0,0,2.177,5,669,328,53370609,775,104,5,5,0,0,0,1.988,0.332,5.517,0.577,34.731,65755,21.123,96.514,25.529,0,50.245,0.287,30.3948,0,-1.3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3482202,34,2.9,34.8,3.5,30.579,1.452481022,0.608482652,48.6,96.39292145,1.007410049,24.55583478,26782.70916,80636.508,528416.2177,412032.9345,6.611290049,1430.13,0.41375859,67.94371927,14697.336,21631.633,0.329036963,22.34276996,4833.106,5.998920631,3613.7,16.70239481,19.53818828,127600
Namibia,2020,38810000,3877243,0.971711061715799,6.8,4.36,0,87,3.293,0.647,1.54286351,113.1938682,4.24,10301.676,0.4182,2540916,2540916,21.85000038,31.280005,11.193073,52.033,318,1,2,1885,1915,30,35,1990,100,0,0,1,0,1,0,0,0,0,3.473,2,4742,5013,2533794,565,516,2,1,0,88,0,0.913,0.423,2.489,0.235,9.723,82329,-22.14,17.219,25.173,13.861,0,0.305,17.6842,55728,0.293,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,190.351,93798,59.4,2.5,62.9,2.9,50.032,3.956296801,1.882279294,44.2,77.50205994,1.021679997,7.186571983,3042.210792,5097.4908,38049.27078,26597.40215,1.85546875,69.673,1.651692817,88.57421875,3325.969,3755.008,0.268372053,0,0,1.509801644,435.9,0.971711062,47.13891824,388090
Nauru,2020,400,56731,NA,NA,NA,0,96,NA,NA,1.743830913,94.58053533,3.09,NA,1.3462,10834,10834,NA,32.228916,NA,100,8,1,2,1888,1914,26,80,1968,52,0,0,1,0,1,0,0,0,0,NA,2,2265,2298,12876,970,520,2,1,0,88,0,0.311,0.527,0.781,0.089,0,2,-0.641,167.801,NA,0,100,0,100,0,NA,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,45.9,4.8,46.1,5.2,100,-1.344820893,-1.344820893,33,120.4255295,1.023409963,3.642533202,0.237139882,3.2112252,NA,NA,0,0,4.021851008,100,47.671,47.671,0.429784789,0,0,0,NA,NA,20.0000003,4.00000006
Nepal,2020,4121000,16957668,14.7450296477154,4.9,3.2460000000000004,0,93,1.845,0.574,0.261589965,139.4463618,3.08,2720.2031,0.7486,29136808,29136808,64.37999725,21.908582,4.711454,20.576,NA,0,0,0,0,0,0,1768,252,0,0,0,0,0,0,0,0,0,2.167,3,387,416,29304998,790,524,3,3,0,0,0,5.043,1.26,14.458,1.493,75.265,14300,28.264,83.931,41.622,0,0,0.697,0,0,-0.177,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1852093,36.3,2,37.1,2.4,19.74,3.721818393,1.653980239,33.7,112.7577515,1.086089969,24.96504434,4598.24364,23982.24,40762.71529,5994.270018,22.87671233,1837.167,0.298463303,57.85388128,4646.089,8030.73,0.419599998,0,0,0.788838397,2795.7,14.74502931,28.74782002,41210
Netherlands,2020,1822000,138100074,30.3237303237303,12.2,0.427,0,94,1.663,0.931,3.410230213,127.2845209,0.4,46601.563,3.6054,17134873,17441139,2.079999924,39.810206,12.206648,92.236,16,0,0,0,0,0,0,1581,439,0,0,0,0,0,0,0,0,0,1.71,1,44846,44961,17131296,210,528,1,1,0,88,0,0.037,0.042,0.108,0.012,0,3388,52.25,5.621,41.165,0,0,0.042,91.6192,0,1.79,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000,27.2,1.1,43,1.8,91.49,1.032848225,0.580410754,3.9,92.65477753,1.009699941,1.648622334,8924.043674,19025.82239,195873.7639,4320.771848,19.87988778,33259.69,9.920138075,40.04909697,67003.424,167303.208,0.19412867,39.4748378,66042.67,-17.87373753,8794.1,30.51350549,53.30958741,17960
Netherlands Antilles,2017,8000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321292,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,20175,19650,NA,NA,NA,NA,NA,NA,NA,NA,0.255,0.039,0.68,0.08,0,80,12.725,-68.157,24.595,0,74.555,0.001,100,0,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Caledonia,2020,184030,8692686,0.326586433260394,NA,NA,NA,NA,1.923,NA,NA,96.02014277,NA,NA,1.982,285491,271960,1.870000005,NA,NA,71.518,7,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,2.22,NA,25188,24335,280460,NA,NA,NA,NA,NA,NA,NA,1.586,0.621,4.338,0.492,24.913,1828,-21.299,165.663,54.444,0,94.292,0.008,100,0,-0.86,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31251,NA,NA,NA,NA,70.683,1.920384853,1.314666088,NA,NA,NA,3.67491288,98.248083,214.72632,1821.33978,228.0043646,36.41025641,1562.142,16.00593173,62.30769231,2673.243,4290.39,NA,0,0,-1.514572529,7848.6,0.341356661,10.07877492,1842.400055
New Zealand,2020,10467000,33475158,1.86472219057385,12.5,0.496,0,92,1.8659999999999999,0.917,3.445404703,134.9319679,0.47000000000000003,36537.797,3.5898,4822233,5084300,5.840000153,31.238945,17.171369,86.699,104,1,1,1840,1920,80,80,1947,100,0,0,1,0,0,0,0,0,0,1.99,1,29212,29331,4793900,920,554,1,1,0,88,0,2.038,0.451,6.233,0.606,31.49,26771,-41.806,171.478,44.643,0,0,0.039,95.685,0,1.87,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15000,33,1.6,47,3.2,86.538,1.975960835,1.892735802,5.3,NA,1.037590027,6.569405278,11879.94407,28657.655,78130.97988,4143.643994,15.92087168,5518.835,7.686575825,53.04136253,18386.338,34664.151,0.212483648,29.02782186,10062.248,0.719312805,8464.4,2.164748775,40.45041966,106510
Nicaragua,2020,5065000,5073650,12.4979225527672,6.7,1.7190000000000003,0,98,2.349,0.658,0.113044035,88.43373663,1.6600000000000001,5209.7212,0.9775,6624554,6624554,30.60000038,25.881093,7.965925,59.012,46,1,1,1524,1821,297,297,1838,199,0,0,0,0,0,0,0,0,1,2.231,6,1044,1046,6217581,93,558,2,3,0,88,0,0.992,0.768,2.671,0.286,11.923,12140,12.841,-85.033,33.249,0,100,0.077,65.2217,0,-0.657,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100069,42.6,1.9,49,2.7,58.522,1.637141542,1.255357967,17.2,85.36538696,1.035349965,15.45670548,3490.97448,6491.8716,16323.04343,1409.665429,0,0,0.791576323,92.83559578,4514.077,4862.442,0.445958742,0,0,2.738251676,2104.1,12.49792255,42.08908094,50650
Niger,2020,46600000,1690423,13.9733164916713,2,11.200000000000001,1,81,6.735,0.354,-0.467373905,40.63849996,8.040000000000001,908.6496,0.0433,24206636,24206636,72.54000092,9.335847,2.553068,16.626,489,1,1,1922,1960,38,38,1960,60,0,0,0,1,0,0,0,0,0,7.567,4,315,330,21477348,436,562,4,3,0,88,0,0.178,0.222,0.481,0.051,0.245,126670,17.424,9.401,8.236,39.21,0.032,1.186,0,0,-0.837,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,19911.727,705385,35,1.9,35.4,2.3,16.425,4.274535102,3.816869199,84.5,73.21434784,0.833100021,39.65242827,2195.348142,6857.715,11460.91583,402.151209,16.89655172,359.366,0.110542757,82.75862069,1760.16,2126.86,0.287198152,0,0,4.161159373,541.9,13.26280887,36.0637878,456820
Nigeria,2020,69123450,125462961,37.3310495514784,6.2,10.947000000000001,NA,57,5.247999999999999,0.532,-2.058687075,91.85357742,11.72,4285.0645,0.3806,206139587,206139587,34.97000122,7.1707,0.951039,51.958,356,1,1,1899,1960,61,61,1960,60,0,0,1,0,0,0,0,0,0,5.587,4,1143,1206,190886311,475,566,5,4,0,0,0,0.312,0.229,0.833,0.093,1.563,91077,9.585,8.092,56.263,0,73.44,0.491,9.17532,0,-1.29,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2020000,5909180,42.2,1.9,43,2.1,50.344,4.238846803,2.586545852,100.2,73.76257324,0.930490017,21.19955017,36184.6632,89781.93,301010.1259,92587.30171,0.125685558,121.011,0.545794085,33.63040829,32379.61,96280.752,0.212876513,34.41118221,33131.345,0.930745294,1462.1,37.33104955,77.73642083,708000
Niue,2020,5000,11346,NA,NA,NA,0,99,NA,NA,NA,NA,NA,NA,NA,1618,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.177,0.205,0.472,0.055,0,26,-19.05,-169.86,26.923,0,100,0,100,0,NA,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Norfolk Island,2015,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.154,0.812,3.266,0.351,12.248,4,-29.027,167.956,NA,0,0,0,100,0,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Korea,2020,2630000,29311104,19.5166514409102,NA,2.4920000000000004,0,97,1.8869999999999998,NA,-2.437614552,14.98240747,1.7300000000000002,NA,3.6834,25778815,25778815,43.81999969,NA,NA,62.381,47,0,0,0,0,0,0,1948,72,0,0,0,0,0,0,0,0,0,1.968,7,684,707,25490965,731,408,5,5,0,0,0,2.521,0.884,7.681,0.71,52.428,12041,40.143,127.174,24.281,0,0,0.064,80.0171,0,-0.977,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1191757,NA,NA,NA,NA,61.899,0.827794425,0.47012429,19,97.29083252,1.007740021,NA,3306.06072,18983.424,109894.965,30430.86051,84.69960188,34326.787,1.617371103,6.442272892,2610.904,40527.684,NA,0,0,NA,4048,19.51665144,21.8420397,26300
North Macedonia,2020,1264000,7146509,16.5741475019826,9.6,1.022,0,92,1.482,0.757,0.848406672,92.203062310000007,0.61,13396.587,2.8736,2083380,2083380,13.92000008,25.210502,3.689709,58.482,9,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,1.535,3,3851,3862,2083160,343,807,2,2,0,88,0,2.665,0.885,8.19,0.783,49.405,2543,41.6,21.701,52.895,0,0,0.135,14.0538,0,-0.433,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,169275,34,2.1,48.9,4.2,57.963,0.417819583,0.046194989,13.7,91.27797699,0.988179982,7.241620577,525.837438,1395.6966,12992.24699,1250.781193,57.47070313,4316.059,3.614451035,34.61914063,2599.903,7510.016,0.734713227,3.369140625,253.023,5.322735129,3858.8,16.49484536,50.15860428,12650
Northern Mariana Islands,2020,3000,NA,2.17391304347826,NA,0.9410000000000001,0,NA,NA,NA,NA,35.76494428,NA,NA,0.445,57557,57557,NA,NA,NA,91.798,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,55144,NA,NA,NA,NA,NA,NA,NA,1.7,1.484,4.572,0.504,25.44,46,15.8,145.63,4.13,0,100,0,100,0,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,91.618,0.660347974,0.564156498,NA,NA,NA,NA,0.12506374,12.363522,12.48858574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.378698225,NA,2.173913043,6.52173913,30
Norway,2020,986297,41283000,2.19992530974067,12.6,0.28700000000000003,0,97,1.6780000000000002,0.953,4.003323819,107.3802483,0.24,60590.25,2.9164,5421242,5379475,2.039999962,39.85386,16.091624,82.974,125,0,0,0,0,0,0,1814,206,0,0,0,0,0,0,0,0,0,1.75,1,70218,68974,5276968,385,578,1,1,0,88,0,2.409,1.245,8.516,0.692,37.013,30428,64.467,14.082,0.073,0,0,0.053,79.6415,0,1.95,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,400000,25.9,1.1,44.3,1.7,82.248,1.165071195,0.705638419,2.6,101.0054703,0.977429986,1.828339761,3305.092293,16408.94215,63536.73207,1197.111692,6.767785648,3223.293,9.270945132,65.7684016,31323.514,47626.996,0.103847098,23.7526948,11312.695,-4.585862811,4491.5,2.205092497,2.694078329,9836.699829
Oman,2020,1458890,62162570,0.247689822294023,9.5,1.128,0,99,2.783,0.821,0.806570325,138.2321115,1.1400000000000001,27338.375,2.0031,5106622,5106622,3.99000001,2.528637,1.301291,86.276,119,0,0,0,0,0,0,1743,277,0,0,0,0,0,0,0,0,0,2.712,6,14984,15067,4636262,698,512,2,2,0,0,0,1.109,0.896,3.012,0.283,12.216,30950,20.595,56.104,0,19.027,0,0.113,47.7134,0,0.843,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,200000,31.9,3.5,32.9,4.2,84.539,4.609937247,3.445117966,11.3,107.6405563,1.001899958,2.198177041,1146.275592,16857.642,62201.5508,-30097.07394,0,0,15.18879511,17.40902824,10648.968,61169.227,0.899581862,73.56873089,45001.424,4.122514366,12964.2,0.181292409,4.639741519,14360
Pakistan,2020,36300000,234754740,39.5742528019925,5.2,5.847,NA,75,3.3939999999999997,0.562,-1.581048329,76.37688644,6.720000000000001,5303.3789,0.9801,220892331,220892331,36.91999817,11.402572,4.299818,37.165,339,1,1,1857,1947,90,90,1947,73,0,0,1,0,0,0,0,0,0,3.55,5,902,940,197015955,770,586,4,4,0,0,0,1.949,0.341,5.665,0.559,25.078,77088,29.97,69.395,6.988,11.184,0,0.589,11.0758,0,-0.727,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7669487,34.3,2,33.7,2.5,36.666,2.668674362,2.05587987,74.9,71.34552765,0.844619989,22.57270371,30651.22644,158336.64,369734.5837,28977.03757,7.794928335,12962.845,0.851472804,43.49724366,72335.242,166298.45,0.8065761,39.10915105,65037.912,0.888760745,3170.8,40.2656704,47.7947281,368440
Palau,2020,4300,219358,0.652173913043478,12.3,NA,0,97,NA,0.798,4.288570679,134.4070195,1.7300000000000002,NA,1.4205,18092,18092,NA,20.001429,4.076786,80.988,1,1,2,1885,1899,14,42,1994,106,0,0,0,0,1,0,0,0,1,2.21,1,7505,7250,21729,986,585,NA,1,88,88,0,0.475,0.38,1.293,0.148,0,46,7.801,135.16,13.043,0,100,0,100,0,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,47.9,2.2,47.4,2.4,79.93,1.265572682,0.554390332,15.3,95.90164185,1.006080031,3.174035232,0.028065659,1.3606902,NA,NA,0,0,14.77119029,100,260.357,260.357,1.271416145,0,0,9.48323125,NA,2.173913043,10.86956522,50
Palestinian Territories,2020,463000,2898754,8.44186041442262,9.1,1.4560000000000002,NA,NA,3.489,0.686,NA,86.32538513,1.94,4425.3887,0.837,5101416,4803269,6.050000191,5.230905,0.316125,76.719,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,4.11,NA,1253,1414,4684777,NA,NA,4,4,66,66,66,2.775,1.754,7.927,0.706,54.906,602,31.914,35.207,62.369,0,0,0.046,100,0,-0.075,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,183675,35,2.3,35.7,2.7,76.164,2.888118685,2.533011484,20.9,95.85678101,1.057510018,3.155887589,NA,NA,NA,NA,0,0,0.598167688,100,2438.555,2438.555,0.224022171,0,0,1.796055381,1807.8,8.441860414,49.32226137,2969.200134
Panama,2020,2259000,10779522,7.61691629480836,10.2,1.862,0,88,2.415,0.789,2.205342238,131.8517704,1.4900000000000002,21928.211,1.5687,4314768,4314768,14.40999985,12.418932999999999,4.924381,68.414,29,1,1,1519,1821,302,302,1903,199,0,0,0,0,0,0,0,0,1,2.421,2,7934,8108,4098587,95,591,1,1,88,88,0,1.54,0.546,4.128,0.457,22.956,7443,8.513,-80.109,42.843,0,100,0.018,100,0,-0.143,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,66462,46.5,1,50.6,1.9,67.709,2.201944489,1.69258055,16.1,96.66993713,1.002220035,2.180305618,1407.94374,3377.781,16248.77229,1171.350895,14.75,1298.118,2.255854757,72.83333333,6409.916,8800.8,0.217799068,0,0,10.11204348,2702.2,7.573311811,30.36050578,22570
Papua New Guinea,2020,1190000,6652121,0.662456388287771,4.6,5.746,0,35,3.477,0.544,0.31711269,47.61771578,4.4799999999999995,NA,0.0699,8947027,8947027,56.15000153,12.460181,7.043617,13.345,178,1,1,1884,1920,36,36,1975,100,0,0,1,0,0,0,0,0,0,3.705,4,1110,1189,8251162,910,598,2,2,0,0,0,1.589,0.98,4.217,0.491,25.222,45286,-6.476,145.252,46.833,0,100,0.071,71.2843,0,-0.68,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,866855,47.3,2.8,48.1,3.3,13.169,2.484811285,1.974760178,53.4,79.28173065,0.856809974,17.86645059,1234.08117,2142.867,11087.45706,805.7353421,0,0,0.795074226,94.486361,5969.876,6318.241,0.355570336,3.888566454,245.689,-0.80877677,4816.7,0.662456388,2.627743674,11900
Paraguay,2020,21819000,7569706,11.9154291467405,8.4,1.552,0,86,2.383,0.702,0.696920668,110.1809661,1.94,8135.3369,1.3544,7132530,7132530,18.71999931,9.824313,2.530044,62.183,157,1,1,1537,1811,274,274,1811,209,0,0,0,0,0,0,0,0,1,2.509,3,1577,1616,6811297,150,600,1,2,0,88,0,0.245,0.479,0.681,0.067,0.224,39730,-23.245,-58.393,28.751,0,57.034,0.847,0,0,-0.817,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,174110,45.1,1,46.4,1.1,61.585,1.75168621,1.287844517,21,89.08831787,1.009320021,10.52958535,9363.4725,16245.744,50843.9542,19796.1306,0,0,0.864029477,91.25401929,5203.473,5702.185,0.177736772,0,0,1.236549844,4446.5,12.08155047,55.08431915,218850
Peru,2020,23608700,44706055,2.679453125,9.2,1.7160000000000002,0,88,2.2119999999999997,0.75,0.740837126,131.7778873,1.32,11370.371,1.3048,32971845,32971846,27.37000084,14.168056,6.07192,78.297,496,1,1,1533,1824,291,291,1822,196,0,0,0,0,0,0,0,0,1,2.427,3,4512,4634,32165485,135,604,2,2,0,0,0,1.347,0.991,3.653,0.427,20.01,128000,-9.173,-74.361,21.743,0.54,55.788,0.325,16.7165,0,-0.633,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1888175,44.3,0.7,47.3,0.9,77.907,1.958564626,1.718246517,15,93.91906738,1.001000047,6.744032709,8478.4287,19321.452,74806.95674,-882.9447074,4.632379142,2860.26,2.051984358,42.10119967,25995.363,61744.946,0.342197913,26.79653165,16545.504,3.212825496,4166.9,2.740625,18.50546875,236870
Philippines,2020,12440000,136017950,18.7476942683704,9.3,2.94,NA,65,2.49,0.699,-2.1310150390000002,154.7610716,2.7300000000000004,7679.1758,0.6004,109581085,109581085,22.86000061,14.489544,5.967809,47.408,115,1,1,1565,1898,333,333,1946,122,0,0,0,0,0,0,0,0,1,2.944,3,1494,1502,104918090,840,608,5,5,0,0,0,2.028,0.574,5.428,0.583,34.183,29817,11.739,122.868,80.137,0,98.973,0.02,100,0,-0.237,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,362390,40.3,2.8,46.3,2.7,46.907,1.876961044,1.39613428,28.1,104.012413,1.009989977,9.284349861,12762.02172,57169.776,167297.5497,10484.54888,40.47619048,42764.554,1.05114223,42.42676663,44825.408,105653.604,0.42120237,6.712480911,7091.978,2.962248754,3692.3,18.74769427,41.72116578,124400
Pitcairn Islands,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.404,0.79,1.067,0.104,7.424,4.7,-24.431,-128.445,NA,0,100,0,100,0,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poland,2020,14512000,299592767,35.9571479896789,12.3,0.481,0,95,1.446,0.865,1.815505193,127.7270912,0.44000000000000006,26636.91,2.3788,37846605,37950802,9.149999619,35.165141,7.538969,60.043,120,0,0,0,0,0,0,1918,102,0,0,0,0,0,0,0,0,0,1.32,2,11965,12212,37974826,290,616,2,1,0,88,0,0.297,0.259,0.951,0.084,1.2,30436,52.124,19.401,48.41,0,0,0.283,14.8703,0,0.643,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2750000,30.2,0.7,49.3,0.9,60.058,-0.068427165,0.00980075,4.7,100.1630936,0.990909994,2.380727221,26721.6398,65071.20147,414606.8923,17351.512,66.98236698,191395.398,7.517151585,19.58496958,55962.087,285739.974,0.533303794,10.74407741,30700.124,1.932285926,4199.6,35.29181227,46.94470753,143740
Portugal,2020,3573990,40387817,10.0341027186111,9.2,0.394,0,99,1.315,0.847,1.939209809,116.4632624,0.37000000000000005,24309.6,5.124,10196707,10305564,5.5,36.797468,9.463082,66.31,35,0,0,0,0,0,0,1415,605,0,0,0,0,0,0,0,0,0,1.23,1,19195,19038,10300300,235,620,2,1,0,88,0,1.304,0.967,3.937,0.369,15.522,9150,39.593,-8.531,34.264,0,0,0.072,70.0621,0,1.167,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900000,33.7,1.6,51.4,2.5,65.211,0.680777147,-0.180137491,3.7,NA,0.970009983,1.955651939,4010.798572,12976.01829,72524.21851,6775.189983,22.47273319,10124.587,4.331554028,53.7847957,24231.536,45052.762,0.201154295,17.6542406,7953.723,2.041808288,4728.4,10.68351748,39.4529404,36141.10107
Puerto Rico,2020,168900,NA,5.65952649379932,NA,1.068,0,NA,1.177,NA,NA,114.9505626,NA,NA,1.75,2860840,3194034,1.090000033,NA,NA,93.581,3,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,1.432,NA,15617,14843,3325001,NA,630,2,NA,0,88,66,1.447,0.699,3.928,0.416,19.25,887,18.225,-66.464,59.186,0,100,0.012,100,0,0.917,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35772,51.9,2.2,51.1,3,93.578,-3.993136538,-3.983500085,NA,76.23190308,1.047700047,0.783242313,220.429344,2405.976,3293.25488,-4.125375013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3113.3,6.877113867,22.28861296,1976.999969
Qatar,2020,67000,106654967,1.21845082680592,9.8,0.795,0,98,1.827,0.856,1.671422665,138.3290367,0.65,93792.625,2.4852,2881060,2881060,1.169999957,4.3305,4.420542,99.235,4,1,1,1916,1971,55,55,1971,49,0,0,1,0,0,0,0,0,0,2.007,6,83212,73917,2639211,694,634,2,2,0,0,0,0.181,0.156,0.493,0.047,0,1100,25.293,51.199,0,1.782,0,0.015,100,0,0.433,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6897,39.8,3.1,42.1,3.7,99.135,2.126182098,2.068684466,7.6,95.62404633,1.10157001,0.174842685,339.004344,41124.054,103155.1207,-21342.18964,0,0,43.85730795,5.096559228,5496.833,107853.804,0.668960598,90.86427309,98000.575,-1.138623636,5107.5,1.23169683,5.770887166,670
