country,year,wars,war,warl,onset,ethonset,durest,aim,casename,ended,ethwar,waryrs,pop,lpop,polity2,gdpen,gdptype,gdpenl,lgdpenl1,lpopl1,region,western,eeurop,lamerica,ssafrica,asia,nafrme,colbrit,colfra,mtnest,lmtnest,elevdiff,Oil,ncontig,ethfrac,ef,plural,second,numlang,relfrac,plurrel,minrelpc,muslim,nwstate,polity2l,instab,anocl,deml,empethfrac,empwarl,emponset,empgdpenl,emplpopl,emplmtnest,empncontig,empolity2l,sdwars,sdonset,colwars,colonset,cowwars,cowonset,cowwarl,sdwarl,colwarl
USA,1945,0,0,0,0,0,NA,NA,,NA,NA,,140969,11.85629559,10,7.625999928,3,7.625999928,8.939318657,11.85629559,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.493672103,0,0,6.797179699,11.97919083,3.21157217,1,7.687119961,0,0,NA,NA,0,0,0,0,NA
USA,1946,0,0,0,0,0,NA,NA,,NA,NA,,141936,11.86313152,10,7.653999805,3,7.625999928,8.939318657,11.85629559,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950104,0,0,6.797179699,11.97919083,3.21486783,1,10,0,0,NA,NA,0,0,0,0,NA
USA,1947,0,0,0,0,0,NA,NA,,NA,NA,,142713,11.86859131,10,8.024999619,3,7.653999805,8.942983627,11.86313152,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950074,0,0,7.653999805,11.86313152,3.21486783,1,10,0,0,NA,NA,0,0,0,0,NA
USA,1948,0,0,0,0,0,NA,NA,,NA,NA,,145326,11.88673496,10,8.270000458,3,8.024999619,8.990317345,11.86859131,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950104,0,0,8.024999619,11.86859131,3.21486783,1,10,0,0,NA,NA,0,0,0,0,NA
USA,1949,0,0,0,0,0,NA,NA,,NA,NA,,147987,11.90487957,10,8.039999962,3,8.270000458,9.020389557,11.88673496,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950104,0,0,8.270000458,11.88673496,3.21486783,1,10,0,0,NA,NA,0,0,0,0,NA
USA,1950,0,0,0,0,0,NA,NA,,NA,NA,,152273,11.93343067,10,8.772000313,0,8.039999962,8.992184639,11.90487957,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950104,0,0,8.039999962,11.90487957,3.21486783,1,10,0,0,NA,NA,0,0,0,0,NA
USA,1951,0,0,0,0,0,NA,NA,,NA,NA,,155000,11.95118046,10,9.109000206,0,8.772000313,9.079319954,11.93343067,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950134,0,0,8.772000313,11.93343067,3.21486783,1,10,0,0,NA,NA,0,0,0,0,NA
USA,1952,0,0,0,0,0,NA,NA,,NA,NA,,157727,11.96862125,10,9.074000359,0,9.109000206,9.117017746,11.95118046,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950134,0,0,9.109000206,11.95118046,3.21486783,1,10,0,0,NA,NA,0,0,0,0,NA
USA,1953,0,0,0,0,0,NA,NA,,NA,NA,,160475,11.98589325,10,9.300000191,0,9.074000359,9.113168716,11.96862125,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950104,0,0,9.074000359,11.96862125,3.21486783,1,10,0,0,NA,NA,0,0,0,0,NA
USA,1954,0,0,0,0,0,NA,NA,,NA,NA,,163202,12.00274372,10,9.088999748,0,9.300000191,9.137769699,11.98589325,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950104,0,0,9.300000191,11.98589325,3.21486783,1,10,0,0,NA,NA,0,0,0,0,NA
USA,1955,0,0,0,0,0,NA,NA,,NA,NA,,165929,12.01931572,10,9.722999573,0,9.088999748,9.11482048,12.00274372,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950104,0,0,9.088999748,12.00274372,3.21486783,1,10,0,0,NA,NA,0,0,0,0,NA
USA,1956,0,0,0,0,0,NA,NA,,NA,NA,,168882,12.03695583,10,9.711999893,0,9.722999573,9.182249069,12.01931572,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950104,0,0,9.722999573,12.01931572,3.21486783,1,10,0,0,NA,NA,0,0,0,0,NA
USA,1957,0,0,0,0,0,NA,NA,,NA,NA,,171835,12.05428982,10,9.642999649,0,9.711999893,9.181117058,12.03695583,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950134,0,0,9.711999893,12.03695583,3.21486783,1,10,0,0,NA,NA,0,0,0,0,NA
USA,1958,0,0,0,0,0,NA,NA,,NA,NA,,174767,12.07120895,10,9.369999886,0,9.642999649,9.173987389,12.05428982,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950074,0,0,9.642999649,12.05428982,3.21486783,1,10,0,0,NA,NA,0,0,0,0,NA
USA,1959,0,0,0,0,0,NA,NA,,NA,NA,,177720,12.08796501,10,9.838999748,0,9.369999886,9.14526844,12.07120895,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950104,0,0,9.369999886,12.07120895,3.21486783,1,10,0,0,NA,NA,0,0,0,0,NA
USA,1960,0,0,0,0,0,NA,NA,,NA,NA,,180673,12.1044445,10,9.895000458,0,9.838999748,9.194108963,12.08796501,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950104,0,0,9.838999748,12.08796501,3.21486783,1,10,0,0,0,0,0,0,0,0,0
USA,1961,0,0,0,0,0,NA,NA,,NA,NA,,183687,12.12098885,10,9.946000099,0,9.895000458,9.199785233,12.1044445,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950104,0,0,9.895000458,12.1044445,3.21486783,1,10,0,0,0,0,0,0,0,0,0
USA,1962,0,0,0,0,0,NA,NA,,NA,NA,,186537,12.13638496,10,10.3579998,0,9.946000099,9.204925537,12.12098885,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950104,0,0,9.946000099,12.12098885,3.21486783,1,10,0,0,0,0,0,0,0,0,0
USA,1963,0,0,0,0,0,NA,NA,,NA,NA,,189244,12.15079212,10,10.6420002,0,10.3579998,9.24551487,12.13638496,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950104,0,0,10.3579998,12.13638496,3.21486783,1,10,0,0,0,0,0,0,0,0,0
USA,1964,0,0,0,0,0,NA,NA,,NA,NA,,191889,12.1646719,10,11.07199955,0,10.6420002,9.272563934,12.15079212,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950074,0,0,10.6420002,12.15079212,3.21486783,1,10,0,0,0,0,0,0,0,0,0
USA,1965,0,0,0,0,0,NA,NA,,NA,NA,,194309,12.17720509,10,11.64900017,0,11.07199955,9.312174797,12.1646719,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950074,0,0,11.07199955,12.1646719,3.21486783,1,10,0,0,0,0,0,0,0,0,0
USA,1966,0,0,0,0,0,NA,NA,,NA,NA,,196564,12.18874359,10,12.16399956,0,11.64900017,9.362976074,12.17720509,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950134,0,0,11.64900112,12.17720509,3.21486783,1,10,0,0,0,0,0,0,0,0,0
USA,1967,0,0,0,0,0,NA,NA,,NA,NA,,198717,12.19963741,10,12.31799984,0,12.16399956,9.406235695,12.18874359,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950104,0,0,12.16399956,12.18874359,3.21486783,1,10,0,0,0,0,0,0,0,0,0
USA,1968,0,0,0,0,0,NA,NA,,NA,NA,,200706,12.20959663,10,12.72299957,0,12.31799984,9.418816566,12.19963741,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950134,0,0,12.31799984,12.19963741,3.21486783,1,10,0,0,0,0,0,0,0,0,0
USA,1969,0,0,0,0,0,NA,NA,,NA,NA,,202675,12.2193594,10,12.97500038,0,12.72299957,9.451167107,12.20959663,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950074,0,0,12.72299862,12.20959663,3.21486783,1,10,0,0,0,0,0,0,0,0,0
USA,1970,0,0,0,0,0,NA,NA,,NA,NA,,205052,12.23101902,10,12.9630003,0,12.97500038,9.470779419,12.2193594,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950074,0,0,12.97500038,12.2193594,3.21486783,1,10,0,0,0,0,0,0,0,0,0
USA,1971,0,0,0,0,0,NA,NA,,NA,NA,,207661,12.24366188,10,13.2329998,0,12.9630003,9.469854355,12.23101902,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950104,0,0,12.96299934,12.23101902,3.21486783,1,10,0,0,0,0,0,0,0,0,0
USA,1972,0,0,0,0,0,NA,NA,,NA,NA,,209896,12.25436783,10,13.74699974,0,13.2329998,9.490468979,12.24366188,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950134,0,0,13.2329998,12.24366188,3.21486783,1,10,0,0,0,0,0,0,0,0,0
USA,1973,0,0,0,0,0,NA,NA,,NA,NA,,211909,12.2639122,10,14.37899971,0,13.74699974,9.528575897,12.25436783,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950074,0,0,13.74699974,12.25436783,3.21486783,1,10,0,0,0,0,0,0,0,0,0
USA,1974,0,0,0,0,0,NA,NA,,NA,NA,,213854,12.2730484,10,14.07800007,0,14.37899971,9.573524475,12.2639122,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950104,0,0,14.37899971,12.2639122,3.21486783,1,10,0,0,0,0,0,0,0,0,0
USA,1975,0,0,0,0,0,NA,NA,,NA,NA,,215973,12.28290844,10,13.68200016,0,14.07800007,9.552368164,12.2730484,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950104,0,0,14.07800007,12.2730484,3.21486783,1,10,0,0,0,0,0,0,0,0,0
USA,1976,0,0,0,0,0,NA,NA,,NA,NA,,218035,12.29241085,10,14.27099991,0,13.68200016,9.523836136,12.28290844,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950104,0,0,13.68199921,12.28290844,3.21486783,1,10,0,0,0,0,0,0,0,0,0
USA,1977,0,0,0,0,0,NA,NA,,NA,NA,,220239,12.3024683,10,14.83199978,0,14.27099991,9.565984726,12.29241085,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950104,0,0,14.27100086,12.29241085,3.21486783,1,10,0,0,0,0,0,0,0,0,0
USA,1978,0,0,0,0,0,NA,NA,,NA,NA,,222585,12.31306458,10,15.43999958,0,14.83199978,9.604542732,12.3024683,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950104,0,0,14.83199978,12.3024683,3.21486783,1,10,0,0,0,0,0,0,0,0,0
USA,1979,0,0,0,0,0,NA,NA,,NA,NA,,225055,12.32410049,10,15.63700008,0,15.43999958,9.644717216,12.31306458,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950104,0,0,15.43999958,12.31306458,3.21486783,1,10,0,0,0,0,0,0,0,0,0
USA,1980,0,0,0,0,0,NA,NA,,NA,NA,,227757,12.33603477,10,15.29500008,0,15.63700008,9.657395363,12.32410049,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950104,0,0,15.63700104,12.32410049,3.21486783,1,10,0,0,0,0,0,0,0,0,0
USA,1981,0,0,0,0,0,NA,NA,,NA,NA,,230138,12.34643459,10,15.50199986,0,15.29500008,9.635281563,12.33603477,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950104,0,0,15.29500008,12.33603477,3.21486783,1,10,0,0,0,0,0,0,0,0,0
USA,1982,0,0,0,0,0,NA,NA,,NA,NA,,232520,12.35673141,10,14.89700031,0,15.50199986,9.648724556,12.34643459,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950074,0,0,15.50199986,12.34643459,3.21486783,1,10,0,0,0,0,0,0,0,0,0
USA,1983,0,0,0,0,0,NA,NA,,NA,NA,,234799,12.36648464,10,15.28999996,0,14.89700031,9.608915329,12.35673141,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950104,0,0,14.89700031,12.35673141,3.21486783,1,10,0,0,0,0,0,0,0,0,0
USA,1984,0,0,0,0,0,NA,NA,,NA,NA,,237001,12.37581921,10,16.25499916,0,15.28999996,9.634954453,12.36648464,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950134,0,0,15.28999996,12.36648464,3.21486783,1,10,0,0,0,0,0,0,0,0,0
USA,1985,0,0,0,0,0,NA,NA,,NA,NA,,239279,12.38538551,10,16.56999969,0,16.25499916,9.696155548,12.37581921,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950104,0,0,16.25499916,12.37581921,3.21486783,1,10,0,0,0,0,0,0,0,0,0
USA,1986,0,0,0,0,0,NA,NA,,NA,NA,,241625,12.39514256,10,16.84799957,0,16.56999969,9.715349197,12.38538551,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950074,0,0,16.56999969,12.38538551,3.21486783,1,10,0,0,0,0,0,0,0,0,0
USA,1987,0,0,0,0,0,NA,NA,,NA,NA,,243942,12.40468597,10,17.18600082,0,16.84799957,9.731987,12.39514256,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950074,0,0,16.84799957,12.39514256,3.21486783,1,10,0,0,0,0,0,0,0,0,0
USA,1988,0,0,0,0,0,NA,NA,,NA,NA,,246307,12.4143343,10,17.70999908,0,17.18600082,9.751850128,12.40468597,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950134,0,0,17.18600082,12.40468597,3.21486783,1,10,0,0,0,0,0,0,0,0,0
USA,1989,0,0,0,0,0,NA,NA,,NA,NA,,248231,12.42211533,10,18.09499931,0,17.70999908,9.781885147,12.4143343,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950134,0,0,17.70999908,12.4143343,3.21486783,1,10,0,0,0,0,0,0,0,0,0
USA,1990,0,0,0,0,0,NA,NA,,NA,NA,,250372,12.43070316,10,18.05400085,0,18.09499931,9.803390503,12.42211533,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950134,0,0,18.09499931,12.42211533,3.21486783,1,10,0,0,0,0,0,0,0,0,0
USA,1991,0,0,0,0,0,NA,NA,,NA,NA,,252688,12.43991089,10,17.59399986,0,18.05400085,9.801122665,12.43070316,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950104,0,0,18.05400085,12.43070316,3.21486783,1,10,0,0,0,0,0,0,0,0,0
USA,1992,0,0,0,0,0,NA,NA,,NA,NA,,255000,12.44901848,10,17.94499969,0,17.59399986,9.775313377,12.43991089,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950104,0,0,17.59399986,12.43991089,3.21486783,1,10,0,0,0,0,0,0,0,0,0
USA,1993,0,0,0,0,0,NA,NA,,NA,NA,,257752.9844,12.45975685,10,18.2025528,2,17.94499969,9.795066833,12.44901848,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950104,0,0,17.94499969,12.44901848,3.21486783,1,10,0,0,0,0,NA,NA,0,0,0
USA,1994,0,0,0,0,0,NA,NA,,NA,NA,,260292,12.46955967,10,18.7033329,2,18.20299911,9.809317589,12.45975685,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950074,0,0,18.2025528,12.45975685,3.21486783,1,10,0,0,0,0,NA,NA,NA,0,0
USA,1995,0,0,0,0,0,NA,NA,,NA,NA,,262761,12.47900009,10,18.95670891,2,18.70299911,9.836457253,12.46955967,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950134,0,0,18.7033329,12.46955967,3.21486783,1,10,0,0,0,0,NA,NA,NA,0,0
USA,1996,0,0,0,0,0,NA,NA,,NA,NA,,265179,12.48816013,10,19.38625717,2,18.95700073,9.849913597,12.47900009,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950104,0,0,18.95670891,12.47900009,3.21486783,1,10,0,0,0,0,NA,NA,NA,0,0
USA,1997,0,0,0,0,0,NA,NA,,NA,NA,,267636,12.49738312,10,19.99498749,2,19.38599968,9.872320175,12.48816013,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950104,0,0,19.38625717,12.48816013,3.21486783,1,10,0,0,0,0,NA,NA,NA,0,0
USA,1998,0,0,0,0,0,NA,NA,,NA,NA,,270029,12.50628471,10,20.61325455,2,19.99500084,9.903237343,12.49738312,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950104,0,0,19.99498749,12.49738312,3.21486783,1,10,0,0,0,0,NA,NA,NA,0,0
USA,1999,0,0,0,0,0,NA,NA,,NA,NA,,NA,NA,10,21.0992527,2,20.61300087,9.933689117,12.50628471,western democracies and japan,1,0,0,0,0,0,1,0,23.90000153,3.21486783,6280,0,1,0.356950104,0.490957022,0.690999985,0.125,3,0.595999956,56,28,1.899999976,0,10,0,0,1,0.356950104,0,0,20.61325455,12.50628471,3.21486783,1,NA,0,0,0,0,NA,NA,NA,0,0
CANADA,1945,0,0,0,0,0,NA,NA,,NA,NA,,12394,9.424967766,10,5.188000202,3,5.188000202,8.554103851,9.424967766,western democracies and japan,1,0,0,0,0,0,1,0,15.39999866,2.797281265,5950,0,0,0.754994035,0.59634006,0.589999974,0.230000004,3,0.631199956,42,40,0.899999976,0,10,0,0,1,0.754994035,0,0,5.188000202,9.424967766,2.797281265,0,10,0,0,NA,NA,0,0,0,0,NA
CANADA,1946,0,0,0,0,0,NA,NA,,NA,NA,,12622,9.443196297,10,5.360000134,3,5.188000202,8.554103851,9.424967766,western democracies and japan,1,0,0,0,0,0,1,0,15.39999866,2.797281265,5950,0,0,0.754994035,0.59634006,0.589999974,0.230000004,3,0.631199956,42,40,0.899999976,0,10,0,0,1,0.754994035,0,0,5.188000202,9.424967766,2.797281265,0,10,0,0,NA,NA,0,0,0,0,NA
CANADA,1947,0,0,0,0,0,NA,NA,,NA,NA,,12888,9.4640522,10,5.532000065,3,5.360000134,8.586719513,9.443196297,western democracies and japan,1,0,0,0,0,0,1,0,15.39999866,2.797281265,5950,0,0,0.754994035,0.59634006,0.589999974,0.230000004,3,0.631199956,42,40,0.899999976,0,10,0,0,1,0.754994035,0,0,5.360000134,9.443196297,2.797281265,0,10,0,0,NA,NA,0,0,0,0,NA
CANADA,1948,0,0,0,0,0,NA,NA,,NA,NA,,13167,9.485468864,10,5.730000019,3,5.532000065,8.618304253,9.4640522,western democracies and japan,1,0,0,0,0,0,1,0,15.39999866,2.797281265,5950,0,0,0.754994035,0.59634006,0.589999974,0.230000004,3,0.631199956,42,40,0.899999976,0,10,0,0,1,0.754994035,0,0,5.532000065,9.4640522,2.797281265,0,10,0,0,NA,NA,0,0,0,0,NA
CANADA,1949,0,0,0,0,0,NA,NA,,NA,NA,,13475,9.508591652,10,5.744999886,3,5.730000019,8.653470993,9.485468864,western democracies and japan,1,0,0,0,0,0,1,0,15.39999866,2.797281265,5950,0,0,0.754994035,0.59634006,0.589999974,0.230000004,3,0.631199956,42,40,0.899999976,0,10,0,0,1,0.754994035,0,0,5.730000019,9.485468864,2.797281265,0,10,0,0,NA,NA,0,0,0,0,NA
CANADA,1950,0,0,0,0,0,NA,NA,,NA,NA,,13737,9.527848244,10,6.380000114,0,5.744999886,8.656085014,9.508591652,western democracies and japan,1,0,0,0,0,0,1,0,15.39999866,2.797281265,5950,0,0,0.754994035,0.59634006,0.589999974,0.230000004,3,0.631199956,42,40,0.899999976,0,10,0,0,1,0.754994035,0,0,5.744999886,9.508591652,2.797281265,0,10,0,0,NA,NA,0,0,0,0,NA
CANADA,1951,0,0,0,0,0,NA,NA,,NA,NA,,14138,9.556621552,10,6.511000156,0,6.380000114,8.760923386,9.527848244,western democracies and japan,1,0,0,0,0,0,1,0,15.39999866,2.797281265,5950,0,0,0.754994035,0.59634006,0.589999974,0.230000004,3,0.631199956,42,40,0.899999976,0,10,0,0,1,0.754994035,0,0,6.380000114,9.527848244,2.797281265,0,10,0,0,NA,NA,0,0,0,0,NA
CANADA,1952,0,0,0,0,0,NA,NA,,NA,NA,,14537,9.584452629,10,6.778999805,0,6.511000156,8.781248093,9.556621552,western democracies and japan,1,0,0,0,0,0,1,0,15.39999866,2.797281265,5950,0,0,0.754994035,0.59634006,0.589999974,0.230000004,3,0.631199956,42,40,0.899999976,0,10,0,0,1,0.754994035,0,0,6.511000156,9.556621552,2.797281265,0,10,0,0,NA,NA,0,0,0,0,NA
CANADA,1953,0,0,0,0,0,NA,NA,,NA,NA,,14937,9.611597061,10,6.901000023,0,6.778999805,8.821584702,9.584452629,western democracies and japan,1,0,0,0,0,0,1,0,15.39999866,2.797281265,5950,0,0,0.754994035,0.59634006,0.589999974,0.230000004,3,0.631199956,42,40,0.899999976,0,10,0,0,1,0.754994035,0,0,6.778999805,9.584452629,2.797281265,0,10,0,0,NA,NA,0,0,0,0,NA
